fl_no,dpt_date,dpt_time,dpt_ap,arr_date,arr_time,arr_ap,comp
FB655,8/20/2019,14:15,TGD,8/20/2019,15:30,SXJ,C1F1
FB556,8/20/2019,14:30,TXD,8/20/2019,15:55,TGD,C1F1
FB1141,8/20/2019,14:40,HOM,8/20/2019,16:35,NOU,C1F1
FB284,8/20/2019,15:20,OXU,8/20/2019,16:40,TGD,C1F1
FB1644,8/20/2019,15:50,MYJ,8/20/2019,16:40,HOM,C1F1
FB1895,8/20/2019,15:55,TGD,8/20/2019,16:45,TAN,C1F1
FB1717,8/20/2019,16:15,HOM,8/20/2019,18:10,NOU,C1F1
FB658,8/20/2019,16:15,SXJ,8/20/2019,17:35,TGD,C1F1
FB297,8/20/2019,16:35,TGD,8/20/2019,17:50,OOJ,C1F1
FB778,8/20/2019,16:50,NOU,8/20/2019,18:40,HOM,C1F1
FB72,8/20/2019,17:00,NOU,8/20/2019,18:35,TGD,C1F1
FB427,8/20/2019,17:20,HOM,8/20/2019,18:35,FBX,C1F1
FB780,8/20/2019,17:55,NOU,8/20/2019,19:45,HOM,C1F1
FB36,8/20/2019,18:00,HOM,8/20/2019,19:15,TGD,C1F1
FB657,8/20/2019,18:05,TGD,8/20/2019,19:20,SXJ,C1F1
FB495,8/20/2019,18:25,TGD,8/20/2019,19:40,GKS,C1F1
FB617,8/20/2019,18:50,TGD,8/20/2019,20:25,XMH,C1F1
FB1272,8/20/2019,18:50,NOU,8/20/2019,20:50,THJ,C1F1
FB569,8/20/2019,18:55,TGD,8/20/2019,20:15,XNZ,C1F1
FB269,8/20/2019,19:00,TGD,8/20/2019,20:50,FBX,C1F1
FB447,8/20/2019,19:00,GKS,8/20/2019,20:25,FBX,C1F1
FB629,8/20/2019,19:10,TGD,8/20/2019,20:50,XSJ,C1F1
FB699,8/20/2019,19:10,TGD,8/20/2019,20:45,BCJ,C1F1
FB430,8/20/2019,19:15,FBX,8/20/2019,20:35,HOM,C1F1
FB630,8/20/2019,19:15,XSJ,8/20/2019,21:05,TGD,C1F1
FB299,8/20/2019,19:20,TGD,8/20/2019,20:35,OOJ,C1F1
FB799,8/20/2019,19:20,TGD,8/20/2019,20:55,SHO,C1F1
FB669,8/20/2019,19:25,TGD,8/20/2019,21:15,GKU,C1F1
FB599,8/20/2019,19:40,TGD,8/20/2019,21:05,MYJ,C1F1
FB322,8/20/2019,19:45,OSY,8/20/2019,20:50,TGD,C1F1
FB321,8/20/2019,19:55,TGD,8/20/2019,20:50,OSY,C1F1
FB79,8/20/2019,20:00,TGD,8/20/2019,21:35,NOU,C1F1
FB539,8/20/2019,20:00,TGD,8/20/2019,21:20,OAX,C1F1
FB389,8/20/2019,20:05,TGD,8/20/2019,21:25,YKJ,C1F1
FB660,8/20/2019,20:05,SXJ,8/20/2019,21:25,TGD,C1F1
FB659,8/20/2019,20:10,TGD,8/20/2019,21:30,SXJ,C1F1
FB639,8/20/2019,20:15,TGD,8/20/2019,21:50,HWX,C1F1
FB399,8/20/2019,20:15,TGD,8/20/2019,21:15,UYS,C1F1
FB390,8/20/2019,20:25,YKJ,8/20/2019,21:55,TGD,C1F1
FB97,8/20/2019,20:30,TGD,8/20/2019,21:50,HOM,C1F1
FB274,8/20/2019,21:10,FBX,8/20/2019,23:00,TGD,C1F1
FB690,8/20/2019,21:35,THJ,8/20/2019,23:00,TGD,C1F1
FB8559,8/21/2019,0:05,HOM,8/21/2019,2:05,SXA,C1F1
FB8567,8/21/2019,0:35,XXJ,8/21/2019,2:25,SXA,C1F1
FB1000,8/21/2019,3:35,SXA,8/21/2019,5:55,TGD,C1F1
FB1200,8/21/2019,7:05,SXA,8/21/2019,8:40,FBX,C1F1
FB292,8/21/2019,7:05,OOJ,8/21/2019,8:20,TGD,C1F1
FB394,8/21/2019,7:10,UYS,8/21/2019,8:15,TGD,C1F1
FB582,8/21/2019,7:25,MYJ,8/21/2019,8:55,TGD,C1F1
FB50,8/21/2019,7:30,NOU,8/21/2019,9:05,TGD,C1F1
FB402,8/21/2019,7:30,AXO,8/21/2019,8:35,TGD,C1F1
FB672,8/21/2019,7:35,THJ,8/21/2019,9:00,TGD,C1F1
FB532,8/21/2019,7:35,OAX,8/21/2019,8:55,TGD,C1F1
FB2176,8/21/2019,7:50,HOM,8/21/2019,9:10,TGD,C1F1
FB732,8/21/2019,7:50,UDJ,8/21/2019,9:10,HOM,C1F1
FB242,8/21/2019,8:00,FBX,8/21/2019,9:45,TGD,C1F1
FB602,8/21/2019,8:05,XMH,8/21/2019,9:45,TGD,C1F1
FB662,8/21/2019,8:15,GKU,8/21/2019,10:05,TGD,C1F1
FB55,8/21/2019,9:00,TGD,8/21/2019,10:35,NOU,C1F1
FB434,8/21/2019,9:10,FBX,8/21/2019,10:25,GKS,C1F1
FB523,8/21/2019,9:15,HOM,8/21/2019,10:25,XMJ,C1F1
FB735,8/21/2019,9:55,HOM,8/21/2019,11:10,UDJ,C1F1
FB1867,8/21/2019,11:05,XMJ,8/21/2019,12:40,SXA,C1F1
FB58,8/21/2019,11:30,NOU,8/21/2019,13:05,TGD,C1F1
FB1863,8/21/2019,11:55,UDJ,8/21/2019,14:50,SXA,C1F1
FB24,8/21/2019,12:00,HOM,8/21/2019,13:15,TGD,C1F1
FB982,8/21/2019,12:15,TUK,8/21/2019,14:00,TGD,C1F1
FB679,8/21/2019,13:20,TGD,8/21/2019,14:40,THJ,C1F1
FB625,8/21/2019,13:55,TGD,8/21/2019,15:35,XSJ,C1F1
FB2178,8/21/2019,14:10,HOM,8/21/2019,15:30,TGD,C1F1
FB475,8/21/2019,14:30,TGD,8/21/2019,17:00,SXA,C1F1
FB1209,8/21/2019,15:25,FBX,8/21/2019,17:10,SXA,C1F1
FB680,8/21/2019,15:25,THJ,8/21/2019,16:50,TGD,C1F1
FB1862,8/21/2019,15:35,SXA,8/21/2019,17:25,THJ,C1F1
FB1644,8/21/2019,15:50,MYJ,8/21/2019,16:40,HOM,C1F1
FB71,8/21/2019,16:00,TGD,8/21/2019,17:30,NOU,C1F1
FB628,8/21/2019,16:25,XSJ,8/21/2019,18:15,TGD,C1F1
FB737,8/21/2019,17:00,HOM,8/21/2019,18:15,UDJ,C1F1
FB537,8/21/2019,17:30,TGD,8/21/2019,18:45,OAX,C1F1
FB36,8/21/2019,18:00,HOM,8/21/2019,19:15,TGD,C1F1
FB308,8/21/2019,18:00,SXA,8/21/2019,20:10,GKS,C1F1
FB474,8/21/2019,18:05,SXA,8/21/2019,20:35,TGD,C1F1
FB684,8/21/2019,18:05,THJ,8/21/2019,19:30,TGD,C1F1
FB495,8/21/2019,18:25,TGD,8/21/2019,19:40,GKS,C1F1
FB380,8/21/2019,18:35,NOU,8/21/2019,20:30,SXJ,C1F1
FB1718,8/21/2019,18:45,NOU,8/21/2019,20:55,HOM,C1F1
FB617,8/21/2019,18:50,TGD,8/21/2019,20:25,XMH,C1F1
FB1272,8/21/2019,18:50,NOU,8/21/2019,20:50,THJ,C1F1
FB649,8/21/2019,18:55,TGD,8/21/2019,20:40,XMJ,C1F1
FB569,8/21/2019,18:55,TGD,8/21/2019,20:15,XNZ,C1F1
FB38,8/21/2019,19:00,HOM,8/21/2019,20:15,TGD,C1F1
FB39,8/21/2019,19:00,TGD,8/21/2019,20:15,HOM,C1F1
FB269,8/21/2019,19:00,TGD,8/21/2019,20:50,FBX,C1F1
FB476,8/21/2019,19:10,SXA,8/21/2019,21:40,TGD,C1F1
FB629,8/21/2019,19:10,TGD,8/21/2019,20:50,XSJ,C1F1
FB699,8/21/2019,19:10,TGD,8/21/2019,20:45,BCJ,C1F1
FB430,8/21/2019,19:15,FBX,8/21/2019,20:35,HOM,C1F1
FB299,8/21/2019,19:20,TGD,8/21/2019,20:35,OOJ,C1F1
FB799,8/21/2019,19:20,TGD,8/21/2019,20:55,SHO,C1F1
FB669,8/21/2019,19:25,TGD,8/21/2019,21:15,GKU,C1F1
FB271,8/21/2019,19:30,TGD,8/21/2019,21:20,FBX,C1F1
FB687,8/21/2019,19:35,TGD,8/21/2019,21:00,THJ,C1F1
FB321,8/21/2019,19:55,TGD,8/21/2019,20:50,OSY,C1F1
FB479,8/21/2019,20:00,TGD,8/21/2019,22:30,SXA,C1F1
FB79,8/21/2019,20:00,TGD,8/21/2019,21:35,NOU,C1F1
FB539,8/21/2019,20:00,TGD,8/21/2019,21:20,OAX,C1F1
FB389,8/21/2019,20:05,TGD,8/21/2019,21:25,YKJ,C1F1
FB660,8/21/2019,20:05,SXJ,8/21/2019,21:25,TGD,C1F1
FB659,8/21/2019,20:10,TGD,8/21/2019,21:30,SXJ,C1F1
FB415,8/21/2019,20:15,TGD,8/21/2019,21:30,HOM,C1F1
FB639,8/21/2019,20:15,TGD,8/21/2019,21:50,HWX,C1F1
FB399,8/21/2019,20:15,TGD,8/21/2019,21:15,UYS,C1F1
FB409,8/21/2019,20:20,TGD,8/21/2019,21:25,AXO,C1F1
FB689,8/21/2019,20:30,TGD,8/21/2019,21:55,THJ,C1F1
FB81,8/21/2019,20:40,TGD,8/21/2019,22:15,NOU,C1F1
FB8563,8/21/2019,21:00,TGD,8/21/2019,23:05,XXJ,C1F1
FB690,8/21/2019,21:35,THJ,8/21/2019,23:00,TGD,C1F1
FB292,8/22/2019,7:05,OOJ,8/22/2019,8:20,TGD,C1F1
FB394,8/22/2019,7:10,UYS,8/22/2019,8:15,TGD,C1F1
FB312,8/22/2019,7:10,OSY,8/22/2019,8:15,TGD,C1F1
FB382,8/22/2019,7:20,YKJ,8/22/2019,8:40,TGD,C1F1
FB582,8/22/2019,7:25,MYJ,8/22/2019,8:55,TGD,C1F1
FB14,8/22/2019,7:30,HOM,8/22/2019,8:45,TGD,C1F1
FB50,8/22/2019,7:30,NOU,8/22/2019,9:05,TGD,C1F1
FB402,8/22/2019,7:30,AXO,8/22/2019,8:35,TGD,C1F1
FB601,8/22/2019,7:35,TGD,8/22/2019,9:15,XMH,C1F1
FB632,8/22/2019,7:35,HWX,8/22/2019,9:10,TGD,C1F1
FB672,8/22/2019,7:35,THJ,8/22/2019,9:00,TGD,C1F1
FB532,8/22/2019,7:35,OAX,8/22/2019,8:55,TGD,C1F1
FB562,8/22/2019,7:35,XNZ,8/22/2019,8:55,TGD,C1F1
FB792,8/22/2019,7:35,SHO,8/22/2019,9:10,TGD,C1F1
FB2176,8/22/2019,7:50,HOM,8/22/2019,9:10,TGD,C1F1
FB732,8/22/2019,7:50,UDJ,8/22/2019,9:10,HOM,C1F1
FB460,8/22/2019,8:00,SXA,8/22/2019,10:25,TGD,C1F1
FB1702,8/22/2019,8:00,FBX,8/22/2019,9:05,HOM,C1F1
FB1271,8/22/2019,8:00,THJ,8/22/2019,10:00,NOU,C1F1
FB661,8/22/2019,8:15,TGD,8/22/2019,10:00,GKU,C1F1
FB662,8/22/2019,8:15,GKU,8/22/2019,10:05,TGD,C1F1
FB642,8/22/2019,8:25,XMJ,8/22/2019,10:05,TGD,C1F1
FB771,8/22/2019,8:40,HOM,8/22/2019,10:30,NOU,C1F1
FB604,8/22/2019,9:55,XMH,8/22/2019,11:35,TGD,C1F1
FB1693,8/22/2019,10:50,NOU,8/22/2019,14:25,SXA,C1F1
FB664,8/22/2019,10:50,GKU,8/22/2019,12:40,TGD,C1F1
FB1861,8/22/2019,11:25,THJ,8/22/2019,13:20,SXA,C1F1
FB471,8/22/2019,11:35,TGD,8/22/2019,14:15,SXA,C1F1
FB1893,8/22/2019,12:15,TGD,8/22/2019,13:10,TAN,C1F1
FB609,8/22/2019,13:20,TGD,8/22/2019,15:00,XMH,C1F1
FB67,8/22/2019,14:00,TGD,8/22/2019,15:35,NOU,C1F1
FB681,8/22/2019,14:55,TGD,8/22/2019,16:15,THJ,C1F1
FB470,8/22/2019,15:00,SXA,8/22/2019,17:40,TGD,C1F1
FB259,8/22/2019,15:00,TGD,8/22/2019,16:45,FBX,C1F1
FB1872,8/22/2019,15:15,SXA,8/22/2019,16:50,GKU,C1F1
FB610,8/22/2019,15:40,XMH,8/22/2019,17:20,TGD,C1F1
FB1644,8/22/2019,15:50,MYJ,8/22/2019,16:40,HOM,C1F1
FB1895,8/22/2019,15:55,TGD,8/22/2019,16:45,TAN,C1F1
FB32,8/22/2019,16:00,HOM,8/22/2019,17:15,TGD,C1F1
FB70,8/22/2019,16:30,NOU,8/22/2019,18:05,TGD,C1F1
FB778,8/22/2019,16:50,NOU,8/22/2019,18:40,HOM,C1F1
FB682,8/22/2019,17:00,THJ,8/22/2019,18:25,TGD,C1F1
FB493,8/22/2019,17:05,TGD,8/22/2019,18:15,GKS,C1F1
FB427,8/22/2019,17:20,HOM,8/22/2019,18:35,FBX,C1F1
FB1896,8/22/2019,17:20,TAN,8/22/2019,18:20,TGD,C1F1
FB36,8/22/2019,18:00,HOM,8/22/2019,19:15,TGD,C1F1
FB75,8/22/2019,18:00,TGD,8/22/2019,19:35,NOU,C1F1
FB495,8/22/2019,18:25,TGD,8/22/2019,19:40,GKS,C1F1
FB380,8/22/2019,18:35,NOU,8/22/2019,20:30,SXJ,C1F1
FB1718,8/22/2019,18:45,NOU,8/22/2019,20:55,HOM,C1F1
FB569,8/22/2019,18:55,TGD,8/22/2019,20:15,XNZ,C1F1
FB269,8/22/2019,19:00,TGD,8/22/2019,20:50,FBX,C1F1
FB447,8/22/2019,19:00,GKS,8/22/2019,20:25,FBX,C1F1
FB629,8/22/2019,19:10,TGD,8/22/2019,20:50,XSJ,C1F1
FB299,8/22/2019,19:20,TGD,8/22/2019,20:35,OOJ,C1F1
FB687,8/22/2019,19:35,TGD,8/22/2019,21:00,THJ,C1F1
FB479,8/22/2019,20:00,TGD,8/22/2019,22:30,SXA,C1F1
FB79,8/22/2019,20:00,TGD,8/22/2019,21:35,NOU,C1F1
FB539,8/22/2019,20:00,TGD,8/22/2019,21:20,OAX,C1F1
FB389,8/22/2019,20:05,TGD,8/22/2019,21:25,YKJ,C1F1
FB659,8/22/2019,20:10,TGD,8/22/2019,21:30,SXJ,C1F1
FB449,8/22/2019,20:10,GKS,8/22/2019,21:35,FBX,C1F1
FB415,8/22/2019,20:15,TGD,8/22/2019,21:30,HOM,C1F1
FB639,8/22/2019,20:15,TGD,8/22/2019,21:50,HWX,C1F1
FB399,8/22/2019,20:15,TGD,8/22/2019,21:15,UYS,C1F1
FB409,8/22/2019,20:20,TGD,8/22/2019,21:25,AXO,C1F1
FB97,8/22/2019,20:30,TGD,8/22/2019,21:50,HOM,C1F1
FB82,8/22/2019,20:30,NOU,8/22/2019,22:10,TGD,C1F1
FB272,8/22/2019,20:45,FBX,8/22/2019,22:30,TGD,C1F1
FB478,8/22/2019,20:50,SXA,8/22/2019,23:15,TGD,C1F1
FB99,8/22/2019,21:00,TGD,8/22/2019,22:20,HOM,C1F1
FB8563,8/22/2019,21:00,TGD,8/22/2019,23:05,XXJ,C1F1
FB274,8/22/2019,21:10,FBX,8/22/2019,23:00,TGD,C1F1
FB8567,8/23/2019,0:35,XXJ,8/23/2019,2:25,SXA,C1F1
FB240,8/23/2019,7:00,FBX,8/23/2019,8:40,TGD,C1F1
FB292,8/23/2019,7:05,OOJ,8/23/2019,8:20,TGD,C1F1
FB312,8/23/2019,7:10,OSY,8/23/2019,8:15,TGD,C1F1
FB652,8/23/2019,7:10,SXJ,8/23/2019,8:25,TGD,C1F1
FB382,8/23/2019,7:20,YKJ,8/23/2019,8:40,TGD,C1F1
FB50,8/23/2019,7:30,NOU,8/23/2019,9:05,TGD,C1F1
FB402,8/23/2019,7:30,AXO,8/23/2019,8:35,TGD,C1F1
FB1167,8/23/2019,7:35,HOM,8/23/2019,9:40,SXA,C1F1
FB601,8/23/2019,7:35,TGD,8/23/2019,9:15,XMH,C1F1
FB632,8/23/2019,7:35,HWX,8/23/2019,9:10,TGD,C1F1
FB532,8/23/2019,7:35,OAX,8/23/2019,8:55,TGD,C1F1
FB692,8/23/2019,7:40,BCJ,8/23/2019,9:20,TGD,C1F1
FB460,8/23/2019,8:00,SXA,8/23/2019,10:25,TGD,C1F1
FB1702,8/23/2019,8:00,FBX,8/23/2019,9:05,HOM,C1F1
FB620,8/23/2019,8:00,XSJ,8/23/2019,9:45,TGD,C1F1
FB602,8/23/2019,8:05,XMH,8/23/2019,9:45,TGD,C1F1
FB662,8/23/2019,8:15,GKU,8/23/2019,10:05,TGD,C1F1
FB771,8/23/2019,8:40,HOM,8/23/2019,10:30,NOU,C1F1
FB434,8/23/2019,9:10,FBX,8/23/2019,10:25,GKS,C1F1
FB703,8/23/2019,9:45,GKS,8/23/2019,11:30,NOU,C1F1
FB247,8/23/2019,9:50,TGD,8/23/2019,11:35,FBX,C1F1
FB604,8/23/2019,9:55,XMH,8/23/2019,11:35,TGD,C1F1
FB22,8/23/2019,11:00,HOM,8/23/2019,12:15,TGD,C1F1
FB741,8/23/2019,11:25,TGD,8/23/2019,13:00,XBT,C1F1
FB289,8/23/2019,11:35,FBX,8/23/2019,14:00,NOU,C1F1
FB24,8/23/2019,12:00,HOM,8/23/2019,13:15,TGD,C1F1
FB706,8/23/2019,12:10,NOU,8/23/2019,13:55,GKS,C1F1
FB1893,8/23/2019,12:15,TGD,8/23/2019,13:10,TAN,C1F1
FB252,8/23/2019,12:20,FBX,8/23/2019,14:10,TGD,C1F1
FB742,8/23/2019,13:40,XBT,8/23/2019,15:25,TGD,C1F1
FB67,8/23/2019,14:00,TGD,8/23/2019,15:35,NOU,C1F1
FB645,8/23/2019,14:50,TGD,8/23/2019,16:30,XMJ,C1F1
FB259,8/23/2019,15:00,TGD,8/23/2019,16:45,FBX,C1F1
FB69,8/23/2019,15:00,TGD,8/23/2019,16:30,NOU,C1F1
FB1872,8/23/2019,15:15,SXA,8/23/2019,16:50,GKU,C1F1
FB4875,8/23/2019,15:45,NOU,8/23/2019,16:30,XBT,C1F1
FB455,8/23/2019,16:05,TGD,8/23/2019,17:55,TUK,C1F1
FB1717,8/23/2019,16:15,HOM,8/23/2019,18:10,NOU,C1F1
FB70,8/23/2019,16:30,NOU,8/23/2019,18:05,TGD,C1F1
FB72,8/23/2019,17:00,NOU,8/23/2019,18:35,TGD,C1F1
FB1896,8/23/2019,17:20,TAN,8/23/2019,18:20,TGD,C1F1
FB648,8/23/2019,17:20,XMJ,8/23/2019,19:05,TGD,C1F1
FB264,8/23/2019,17:35,FBX,8/23/2019,19:25,TGD,C1F1
FB495,8/23/2019,18:25,TGD,8/23/2019,19:40,GKS,C1F1
FB1718,8/23/2019,18:45,NOU,8/23/2019,20:55,HOM,C1F1
FB617,8/23/2019,18:50,TGD,8/23/2019,20:25,XMH,C1F1
FB1272,8/23/2019,18:50,NOU,8/23/2019,20:50,THJ,C1F1
FB269,8/23/2019,19:00,TGD,8/23/2019,20:50,FBX,C1F1
FB629,8/23/2019,19:10,TGD,8/23/2019,20:50,XSJ,C1F1
FB699,8/23/2019,19:10,TGD,8/23/2019,20:45,BCJ,C1F1
FB630,8/23/2019,19:15,XSJ,8/23/2019,21:05,TGD,C1F1
FB299,8/23/2019,19:20,TGD,8/23/2019,20:35,OOJ,C1F1
FB669,8/23/2019,19:25,TGD,8/23/2019,21:15,GKU,C1F1
FB271,8/23/2019,19:30,TGD,8/23/2019,21:20,FBX,C1F1
FB687,8/23/2019,19:35,TGD,8/23/2019,21:00,THJ,C1F1
FB599,8/23/2019,19:40,TGD,8/23/2019,21:05,MYJ,C1F1
FB273,8/23/2019,19:45,TGD,8/23/2019,21:40,FBX,C1F1
FB321,8/23/2019,19:55,TGD,8/23/2019,20:50,OSY,C1F1
FB479,8/23/2019,20:00,TGD,8/23/2019,22:30,SXA,C1F1
FB79,8/23/2019,20:00,TGD,8/23/2019,21:35,NOU,C1F1
FB539,8/23/2019,20:00,TGD,8/23/2019,21:20,OAX,C1F1
FB389,8/23/2019,20:05,TGD,8/23/2019,21:25,YKJ,C1F1
FB659,8/23/2019,20:10,TGD,8/23/2019,21:30,SXJ,C1F1
FB449,8/23/2019,20:10,GKS,8/23/2019,21:35,FBX,C1F1
FB639,8/23/2019,20:15,TGD,8/23/2019,21:50,HWX,C1F1
FB399,8/23/2019,20:15,TGD,8/23/2019,21:15,UYS,C1F1
FB409,8/23/2019,20:20,TGD,8/23/2019,21:25,AXO,C1F1
FB97,8/23/2019,20:30,TGD,8/23/2019,21:50,HOM,C1F1
FB689,8/23/2019,20:30,TGD,8/23/2019,21:55,THJ,C1F1
FB99,8/23/2019,21:00,TGD,8/23/2019,22:20,HOM,C1F1
FB8563,8/23/2019,21:00,TGD,8/23/2019,23:05,XXJ,C1F1
FB8569,8/23/2019,21:35,TGD,8/23/2019,23:05,HOM,C1F1
FB999,8/23/2019,22:55,TGD,8/24/2019,1:35,SXA,C1F1
FB8567,8/24/2019,0:35,XXJ,8/24/2019,2:25,SXA,C1F1
FB1200,8/24/2019,7:05,SXA,8/24/2019,8:40,FBX,C1F1
FB292,8/24/2019,7:05,OOJ,8/24/2019,8:20,TGD,C1F1
FB394,8/24/2019,7:10,UYS,8/24/2019,8:15,TGD,C1F1
FB382,8/24/2019,7:20,YKJ,8/24/2019,8:40,TGD,C1F1
FB582,8/24/2019,7:25,MYJ,8/24/2019,8:55,TGD,C1F1
FB14,8/24/2019,7:30,HOM,8/24/2019,8:45,TGD,C1F1
FB50,8/24/2019,7:30,NOU,8/24/2019,9:05,TGD,C1F1
FB672,8/24/2019,7:35,THJ,8/24/2019,9:00,TGD,C1F1
FB532,8/24/2019,7:35,OAX,8/24/2019,8:55,TGD,C1F1
FB562,8/24/2019,7:35,XNZ,8/24/2019,8:55,TGD,C1F1
FB531,8/24/2019,7:45,TGD,8/24/2019,9:00,OAX,C1F1
FB732,8/24/2019,7:50,UDJ,8/24/2019,9:10,HOM,C1F1
FB421,8/24/2019,8:00,HOM,8/24/2019,9:15,FBX,C1F1
FB620,8/24/2019,8:00,XSJ,8/24/2019,9:45,TGD,C1F1
FB1271,8/24/2019,8:00,THJ,8/24/2019,10:00,NOU,C1F1
FB731,8/24/2019,8:05,HOM,8/24/2019,9:20,UDJ,C1F1
FB662,8/24/2019,8:15,GKU,8/24/2019,10:05,TGD,C1F1
FB642,8/24/2019,8:25,XMJ,8/24/2019,10:05,TGD,C1F1
FB52,8/24/2019,8:30,NOU,8/24/2019,10:05,TGD,C1F1
FB467,8/24/2019,8:35,TGD,8/24/2019,11:10,SXA,C1F1
FB1203,8/24/2019,8:45,FBX,8/24/2019,10:30,SXA,C1F1
FB246,8/24/2019,9:25,FBX,8/24/2019,11:10,TGD,C1F1
FB534,8/24/2019,9:45,OAX,8/24/2019,11:05,TGD,C1F1
FB248,8/24/2019,10:10,FBX,8/24/2019,11:55,TGD,C1F1
FB1605,8/24/2019,10:25,HOM,8/24/2019,11:10,XNZ,C1F1
FB22,8/24/2019,11:00,HOM,8/24/2019,12:15,TGD,C1F1
FB663,8/24/2019,11:00,TGD,8/24/2019,12:45,GKU,C1F1
FB764,8/24/2019,11:10,SXA,8/24/2019,13:10,HOM,C1F1
FB91,8/24/2019,11:55,TGD,8/24/2019,14:45,HUK,C1F1
FB464,8/24/2019,12:00,SXA,8/24/2019,14:35,TGD,C1F1
FB982,8/24/2019,12:15,TUK,8/24/2019,14:00,TGD,C1F1
FB573,8/24/2019,13:05,TGD,8/24/2019,14:55,WXJ,C1F1
FB666,8/24/2019,13:40,GKU,8/24/2019,15:30,TGD,C1F1
FB767,8/24/2019,14:00,HOM,8/24/2019,16:05,SXA,C1F1
FB259,8/24/2019,15:00,TGD,8/24/2019,16:45,FBX,C1F1
FB697,8/24/2019,15:25,TGD,8/24/2019,17:00,BCJ,C1F1
FB92,8/24/2019,15:30,HUK,8/24/2019,18:25,TGD,C1F1
FB574,8/24/2019,15:35,WXJ,8/24/2019,17:30,TGD,C1F1
FB610,8/24/2019,15:40,XMH,8/24/2019,17:20,TGD,C1F1
FB1644,8/24/2019,15:50,MYJ,8/24/2019,16:40,HOM,C1F1
FB667,8/24/2019,16:10,TGD,8/24/2019,17:55,GKU,C1F1
FB1717,8/24/2019,16:15,HOM,8/24/2019,18:10,NOU,C1F1
FB627,8/24/2019,16:45,TGD,8/24/2019,18:30,XSJ,C1F1
FB770,8/24/2019,16:50,SXA,8/24/2019,18:55,HOM,C1F1
FB72,8/24/2019,17:00,NOU,8/24/2019,18:35,TGD,C1F1
FB427,8/24/2019,17:20,HOM,8/24/2019,18:35,FBX,C1F1
FB700,8/24/2019,17:40,BCJ,8/24/2019,19:20,TGD,C1F1
FB267,8/24/2019,18:00,TGD,8/24/2019,20:00,FBX,C1F1
FB407,8/24/2019,18:10,TGD,8/24/2019,19:15,AXO,C1F1
FB266,8/24/2019,18:25,FBX,8/24/2019,20:10,TGD,C1F1
FB670,8/24/2019,18:45,GKU,8/24/2019,20:40,TGD,C1F1
FB1272,8/24/2019,18:50,NOU,8/24/2019,20:50,THJ,C1F1
FB649,8/24/2019,18:55,TGD,8/24/2019,20:40,XMJ,C1F1
FB269,8/24/2019,19:00,TGD,8/24/2019,20:50,FBX,C1F1
FB629,8/24/2019,19:10,TGD,8/24/2019,20:50,XSJ,C1F1
FB699,8/24/2019,19:10,TGD,8/24/2019,20:45,BCJ,C1F1
FB430,8/24/2019,19:15,FBX,8/24/2019,20:35,HOM,C1F1
FB799,8/24/2019,19:20,TGD,8/24/2019,20:55,SHO,C1F1
FB669,8/24/2019,19:25,TGD,8/24/2019,21:15,GKU,C1F1
FB270,8/24/2019,19:40,FBX,8/24/2019,21:25,TGD,C1F1
FB558,8/24/2019,19:45,TXD,8/24/2019,21:10,TGD,C1F1
FB321,8/24/2019,19:55,TGD,8/24/2019,20:50,OSY,C1F1
FB479,8/24/2019,20:00,TGD,8/24/2019,22:30,SXA,C1F1
FB79,8/24/2019,20:00,TGD,8/24/2019,21:35,NOU,C1F1
FB539,8/24/2019,20:00,TGD,8/24/2019,21:20,OAX,C1F1
FB410,8/24/2019,20:00,AXO,8/24/2019,21:10,TGD,C1F1
FB389,8/24/2019,20:05,TGD,8/24/2019,21:25,YKJ,C1F1
FB659,8/24/2019,20:10,TGD,8/24/2019,21:30,SXJ,C1F1
FB415,8/24/2019,20:15,TGD,8/24/2019,21:30,HOM,C1F1
FB639,8/24/2019,20:15,TGD,8/24/2019,21:50,HWX,C1F1
FB409,8/24/2019,20:20,TGD,8/24/2019,21:25,AXO,C1F1
FB390,8/24/2019,20:25,YKJ,8/24/2019,21:55,TGD,C1F1
FB689,8/24/2019,20:30,TGD,8/24/2019,21:55,THJ,C1F1
FB82,8/24/2019,20:30,NOU,8/24/2019,22:10,TGD,C1F1
FB272,8/24/2019,20:45,FBX,8/24/2019,22:30,TGD,C1F1
FB99,8/24/2019,21:00,TGD,8/24/2019,22:20,HOM,C1F1
FB8569,8/24/2019,21:35,TGD,8/24/2019,23:05,HOM,C1F1
FB690,8/24/2019,21:35,THJ,8/24/2019,23:00,TGD,C1F1
FB999,8/24/2019,22:55,TGD,8/25/2019,1:35,SXA,C1F1
FB1000,8/25/2019,3:35,SXA,8/25/2019,5:55,TGD,C1F1
FB986,8/25/2019,7:05,HOM,8/25/2019,8:15,TGD,C1F1
FB1200,8/25/2019,7:05,SXA,8/25/2019,8:40,FBX,C1F1
FB292,8/25/2019,7:05,OOJ,8/25/2019,8:20,TGD,C1F1
FB394,8/25/2019,7:10,UYS,8/25/2019,8:15,TGD,C1F1
FB312,8/25/2019,7:10,OSY,8/25/2019,8:15,TGD,C1F1
FB652,8/25/2019,7:10,SXJ,8/25/2019,8:25,TGD,C1F1
FB382,8/25/2019,7:20,YKJ,8/25/2019,8:40,TGD,C1F1
FB241,8/25/2019,7:25,TGD,8/25/2019,9:15,FBX,C1F1
FB582,8/25/2019,7:25,MYJ,8/25/2019,8:55,TGD,C1F1
